sctid,fsn/term,pt/term,conceptId,batch
,Bile duct surgical margin (morphologic abnormality),Bile duct surgical margin,1156986004,acquired body structure
,Uncinate surgical margin (morphologic abnormality),Uncinate surgical margin,1156987008,acquired body structure
,Parenchymal surgical margin (morphologic abnormality),Parenchymal surgical margin,1156988003,acquired body structure
,Cystic duct surgical margin (morphologic abnormality),Cystic duct surgical margin,1156993000,acquired body structure
,Liver parenchymal surgical margin (morphologic abnormality),Hepatic parenchymal surgical margin,1156994006,acquired body structure
,Bronchial surgical margin (morphologic abnormality),Bronchial surgical margin,1156995007,acquired body structure
,Vascular surgical margin (morphologic abnormality),Vascular surgical margin,1156996008,acquired body structure
,Spermatic cord surgical margin (morphologic abnormality),Spermatic cord surgical margin,1156998009,acquired body structure
,Endocervical surgical margin (morphologic abnormality),Endocervical surgical margin,1156999001,acquired body structure
,Ectocervical surgical margin (morphologic abnormality),Ectocervical surgical margin,1157000003,acquired body structure
,Vaginal cuff surgical margin (morphologic abnormality),Vaginal cuff surgical margin,1157001004,acquired body structure
,Parametrial surgical margin (morphologic abnormality),Parametrial surgical margin,1157002006,acquired body structure
,Paracervical surgical margin (morphologic abnormality),Paracervical surgical margin,1157003001,acquired body structure
,Lower uterine segment surgical margin (morphologic abnormality),Lower uterine segment surgical margin,1157006009,acquired body structure
,Tumor bed (morphologic abnormality),Tumor bed,1162492000,acquired body structure
,Cardiac implantable electronic device pocket (morphologic abnormality),Cardiac implantable electronic device pocket,1162882002,acquired body structure
,Structure of ileal conduit (morphologic abnormality),Ileal conduit,118508005,acquired body structure
,Suture line of skin (morphologic abnormality),Suture line of skin,11858000,acquired body structure
,Axillofemoral graft (morphologic abnormality),Axillary-femoral graft,1186655000,acquired body structure
,Thoracic stoma (morphologic abnormality),Thoracic stoma,1222664004,acquired body structure
,Scar (morphologic abnormality),Cicatrix,12402003,acquired body structure
,"Surgical wound, recent (morphologic abnormality)","Surgical wound, recent",125196006,acquired body structure
,"Anastomosis, intact (morphologic abnormality)","Anastomosis, intact",125215000,acquired body structure
,"Anastomosis, leaking (morphologic abnormality)","Anastomosis, leaking",125216004,acquired body structure
,"Anastomosis, functional (morphologic abnormality)","Anastomosis, functional",125217008,acquired body structure
,"Anastomosis, non-functional (morphologic abnormality)","Anastomosis, non-functional",125218003,acquired body structure
,"Anastomosis, obstructed (morphologic abnormality)","Anastomosis, obstructed",125219006,acquired body structure
,Functional stoma (morphologic abnormality),Functional stoma,125220000,acquired body structure
,Non-functional stoma (morphologic abnormality),Non-functional stoma,125221001,acquired body structure
,Obstructed stoma (morphologic abnormality),Obstructed stoma,125222008,acquired body structure
,Surgical fistula (morphologic abnormality),Shunt,125319009,acquired body structure
,Capsular surgical margin (morphologic abnormality),Capsular surgical margin,1268584000,acquired body structure
,Distal bile duct surgical margin (morphologic abnormality),Distal bile duct surgical margin,1268585004,acquired body structure
,Distal pancreatic parenchymal surgical margin (morphologic abnormality),Distal pancreatic parenchymal surgical margin,1268586003,acquired body structure
,Distal small intestine surgical margin (morphologic abnormality),Distal small intestine surgical margin,1268587007,acquired body structure
,Pancreatic duct surgical margin (morphologic abnormality),Pancreatic duct surgical margin,1268588002,acquired body structure
,Pancreatic neck surgical margin (morphologic abnormality),Pancreatic neck surgical margin,1268589005,acquired body structure
,Perinephric surgical margin (morphologic abnormality),Perinephric surgical margin,1268590001,acquired body structure
,Renal fascia surgical margin (morphologic abnormality),Renal fascia surgical margin,1268591002,acquired body structure
,Proximal pancreatic parenchymal surgical margin (morphologic abnormality),Proximal pancreatic parenchymal surgical margin,1268592009,acquired body structure
,Proximal small intestine surgical margin (morphologic abnormality),Proximal small intestine surgical margin,1268593004,acquired body structure
,Renal sinus surgical margin (morphologic abnormality),Renal sinus surgical margin,1268594005,acquired body structure
,Tumor bed surgical margin (morphologic abnormality),Tumor bed surgical margin,1268595006,acquired body structure
,Ureteral surgical margin (morphologic abnormality),Ureteral surgical margin,1268596007,acquired body structure
,Left mastoid cavity (morphologic abnormality),Left mastoid cavity,1268823001,acquired body structure
,Right mastoid cavity (morphologic abnormality),Right mastoid cavity,1268824007,acquired body structure
,Proximal bile duct surgical margin (morphologic abnormality),Proximal bile duct surgical margin,1269298004,acquired body structure
,Apical surgical margin (morphologic abnormality),Apical surgical margin,1279786009,acquired body structure
,Bladder neck surgical margin (morphologic abnormality),Bladder neck surgical margin,1279791005,acquired body structure
,Posterolateral surgical margin (morphologic abnormality),Posterolateral surgical margin,1279794002,acquired body structure
,Proximal ureteral surgical margin (morphologic abnormality),Proximal ureteral surgical margin,1285101006,acquired body structure
,Distal ureteral surgical margin (morphologic abnormality),Distal ureteral surgical margin,1285102004,acquired body structure
,Urethral surgical margin (morphologic abnormality),Urethral surgical margin,1286935000,acquired body structure
,Periurethral tissue surgical margin (morphologic abnormality),Periurethral tissue surgical margin,1286936004,acquired body structure
,Corpus cavernosum surgical margin (morphologic abnormality),Corpus cavernosum surgical margin,1286937008,acquired body structure
,Deep penile fascia surgical margin (morphologic abnormality),Buck's fascia surgical margin,1286938003,acquired body structure
,Glans penis surgical margin (morphologic abnormality),Glans penis surgical margin,1286939006,acquired body structure
,Proximal urethral surgical margin (morphologic abnormality),Proximal urethral surgical margin,1286940008,acquired body structure
,Distal urethral surgical margin (morphologic abnormality),Distal urethral surgical margin,1286941007,acquired body structure
,Cutaneous surgical margin (morphologic abnormality),Cutaneous surgical margin,1286942000,acquired body structure
,Bone surgical margin (morphologic abnormality),Bone surgical margin,1287141003,acquired body structure
,Soft tissue surgical margin (morphologic abnormality),Soft tissue surgical margin,1287142005,acquired body structure
,Optic nerve surgical margin (morphologic abnormality),Optic nerve surgical margin,1287153004,acquired body structure
,Sclera surgical margin (morphologic abnormality),Sclera surgical margin,1287154005,acquired body structure
,Cricothyroidotomy stoma (morphologic abnormality),Cricothyroidotomy stoma,1287555000,acquired body structure
,Injection site (morphologic abnormality),Injection site,13136005,acquired body structure
,Radial scar (morphologic abnormality),Radial scar,133855003,acquired body structure
,Greater omental surgical margin (morphologic abnormality),Greater omental surgical margin,1351908001,acquired body structure
